,Image,F1,Jaccard,Recall,Precision
0,833.png,0.8517745302713988,0.7418181818181818,1.0,0.7418181818181818
1,2069.png,0.568604740946645,0.3972381055130003,1.0,0.3972381055130003
2,3038.png,0.5685710371283738,0.3972052067381317,0.8237395791980945,0.4341004184100418
3,1169.png,0.6346642468239565,0.4648411537950286,0.9615067363211438,0.4736556955167276
4,501.png,0.8072613177947109,0.6768132281097332,0.6793662768766503,0.9944781888459415
5,31.png,0.9574041034790365,0.918288770053476,0.9638527166591827,0.9510412051395658
6,2242.png,0.8902805918830969,0.8022573863007635,0.8837152608483666,0.8969442038846963
7,1014.png,0.9411764705882353,0.8888888888888888,0.9637065637065637,0.9196757553426677
8,1322.png,0.8209399167162403,0.6962663975782039,0.9413369713506139,0.7278481012658228
9,1779.png,0.4964572508266415,0.33019164310398996,0.3528029540114132,0.8374501992031872
10,1217.png,0.405111821086262,0.25400641025641024,0.2589869281045752,0.9296187683284457
11,1956.png,0.5674946506651782,0.3961553448499805,0.9047760308513794,0.41339116291677963
12,108.png,0.8847772277227722,0.7933636666296748,0.8559626436781609,0.9155993852459017
13,1258.png,0.279572504250668,0.16250176478893125,0.9965367965367965,0.16259358666478316
14,571.png,0.7906859023032143,0.6538300544160737,0.9942711648631445,0.6563025210084034
15,1888.png,0.13465101914762198,0.07218543046357616,0.08002936857562408,0.42412451361867703
16,35.png,0.42857142857142866,0.2727272727272727,0.28104575163398693,0.9020979020979021
17,2162.png,0.641555024565737,0.4722716312897743,0.9173832923832924,0.4932502167361599
18,2582.png,0.0336094674556213,0.017091959557053442,0.017300194931773878,0.5867768595041323
19,1279.png,0.35419313850063533,0.21520941903107507,0.21785853849159828,0.9465195246179966
20,749.png,0.5714101489457734,0.39998194619967503,0.4179794359022734,0.9028117359413202
21,2122.png,0.0,0.0,0.0,0.0
22,2928.png,0.5701840357181749,0.39878141660319877,0.4186120882635114,0.893820416524411
23,74.png,0.9739921976592977,0.9493029150823827,0.9884060703176548,0.9599926760047606
24,788.png,0.3212489823284325,0.19136189878473212,0.2002985965959988,0.8109284332688588
25,707.png,0.9665717953010771,0.9353061885732801,0.9764347728041493,0.9569060773480663
26,1678.png,0.8970702618615504,0.8133521391631405,0.8667334669338678,0.9296077377753896
27,909.png,0.4302930466447026,0.2741231703949185,0.2741231703949185,1.0
28,218.png,0.8999484270242393,0.8180965775902485,0.9401939655172413,0.8630069238377843
29,2046.png,0.5713184271395528,0.39989206691851054,0.4038147138964578,0.9762845849802372
30,3.png,0.9358830146231721,0.879492600422833,0.9498620492817049,0.9223094688221709
31,1270.png,0.30396659707724427,0.1792220580994584,0.91,0.1824561403508772
32,573.png,0.9119651921682379,0.8381764862703279,0.9984121943474119,0.8392952482648158
33,861.png,0.23203904095056227,0.1312466996303586,0.13271844660194174,0.9220910623946037
34,2463.png,0.17954597569364825,0.09862703111223076,0.5537482319660537,0.10714285714285714
35,1326.png,0.8937409024745269,0.8078947368421052,0.9660163624921334,0.8315276273022751
36,528.png,0.80995292535306,0.6806057866184448,0.999667994687915,0.6807596653854849
37,461.png,0.8610354223433242,0.7559808612440191,0.926007326007326,0.8045830681094844
38,803.png,0.7072315164597949,0.5470674180755584,0.778553393732363,0.6478803608948214
39,1392.png,0.8131361628576914,0.6851132686084143,0.9929643527204502,0.6884552845528455
40,298.png,0.41421012849584277,0.2612011439466158,0.2612011439466158,1.0
41,3005.png,0.6248341735208278,0.45437005595215124,0.8880090497737556,0.4819893573475235
42,1239.png,0.837452747891829,0.720360180090045,0.9492419248516809,0.7492195629552549
43,2839.png,0.04400670578373847,0.022498392971930577,0.027030505856609603,0.11830985915492957
44,2605.png,0.5132016632016632,0.3451723414668251,0.7094410116396034,0.4020030942105692
45,1529.png,0.7159581022797289,0.5575815738963532,0.5718503937007874,0.957166392092257
46,574.png,0.7953185955786735,0.6601899827288429,0.9967405475880052,0.6616183470359152
47,2574.png,0.6295190191763596,0.4593416676224338,0.6943481276005548,0.5757619321449109
48,1702.png,0.8845968131337518,0.793073593073593,0.9642105263157895,0.8171275646743978
49,1732.png,0.8847079413695033,0.793252255786583,0.9644645838301932,0.8171347747019599
50,1266.png,0.7842170160295932,0.6450304259634888,1.0,0.6450304259634888
51,1808.png,0.62148070907195,0.4508320726172466,1.0,0.4508320726172466
52,1085.png,0.8236899563318777,0.7002320185614849,0.8152350081037277,0.8323221180364038
53,653.png,0.895877100840336,0.8113925555951956,0.9989751098096632,0.8120685551059271
54,2791.png,0.5552791597567718,0.3843504878515401,0.39504473503097043,0.9342013485235992
55,1187.png,0.9608568646543331,0.9246626686656672,0.969542149734722,0.9523258058289905
56,2744.png,0.6069774621796851,0.43572695035460995,0.5207947019867549,0.727339992600814
57,1023.png,0.7576896787423103,0.6099037138927098,0.6099037138927098,1.0
58,1667.png,0.6482425543332438,0.4795553791186979,0.9773462783171522,0.48494580489763145
59,904.png,0.48395225464190983,0.319219665821013,1.0,0.319219665821013
60,701.png,0.9267763871094905,0.863544536271809,0.9712869241892171,0.8861666038447041
61,381.png,0.9245463228271251,0.8596802841918295,0.990990990990991,0.8664518438954529
62,478.png,0.0,0.0,0.0,0.0
63,1354.png,0.8842759727236261,0.7925579723170951,0.8604605776736924,0.909447194719472
64,2701.png,0.6766116142781033,0.5112721417069244,0.647078804347826,0.708969110532192
65,1689.png,0.6102490546355457,0.43910677425408146,0.8737864077669902,0.46884391905429773
66,2672.png,0.8528778790237648,0.7434935334504231,0.7955749188450367,0.9190762854041251
67,2524.png,0.000774593338497289,0.0003874467260751647,0.00045475216007276033,0.0026109660574412533
68,2026.png,0.0,0.0,0.0,0.0
69,2356.png,0.15405858565933522,0.08345800384697585,0.14120412222021334,0.1694878472222222
70,527.png,0.7573110520319029,0.6094132029339854,1.0,0.6094132029339854
71,1142.png,0.8680104031209362,0.7668006892590465,0.9723233794610342,0.7839107457428068
72,1562.png,0.7261429205503772,0.570034843205575,0.6973572037510657,0.7574074074074074
73,1668.png,0.6655745377954598,0.4987723605752368,0.9608108108108108,0.5091299677765844
74,1837.png,0.7499999999999999,0.6,0.8440646933170582,0.6747987313979019
75,294.png,0.6675503072659357,0.5009947549285585,0.9836647727272727,0.5051978843698705
76,2157.png,0.0,0.0,0.0,0.0
77,2528.png,0.6095954844778928,0.43843031123139375,0.5657488247145736,0.6608095387511767
78,2527.png,0.5406165891852215,0.37044178053483107,0.37879307388993655,0.9438274241777018
79,2075.png,0.5229915655560848,0.3540884082716752,0.5341117216117216,0.512325006862476
80,2322.png,0.6547049441786283,0.4866627148784825,0.49577294685990336,0.9636150234741784
81,3034.png,0.4916214635720191,0.32592711424828213,0.721942552561445,0.3727144866385373
82,1851.png,0.6135394456289979,0.44252210688196847,0.44474497681607417,0.988831615120275
83,676.png,0.953,0.9102196752626552,0.9220201238390093,0.9861341059602649
84,1818.png,0.8296186230807331,0.7088446889547185,0.9905381431105854,0.7136770345121431
85,2906.png,0.0,0.0,0.0,0.0
86,1840.png,0.5910697076774816,0.41951664386684906,1.0,0.41951664386684906
87,560.png,0.08067940552016986,0.0420353982300885,0.0420353982300885,1.0
88,1337.png,0.7101645692158761,0.5505854097868508,0.995656894679696,0.5519109238639783
89,1384.png,0.7690023752969122,0.6246985045827304,0.9885496183206107,0.6292517006802721
90,2936.png,0.7743520793731744,0.6317899833560296,0.9672226082927959,0.6456126787785079
91,1579.png,0.9331530139103554,0.8746830858384643,0.9825061025223759,0.8885209713024282
92,678.png,0.8914454277286135,0.8041511442256519,0.8985133795837463,0.8844878048780488
93,555.png,0.8962346760070052,0.8119793732645776,0.9965920155793574,0.8142402545743834
94,1885.png,0.22459893048128343,0.12650602409638553,0.5807522123893806,0.13922036595067622
95,2471.png,0.05877742946708464,0.030278562777553492,0.044722719141323794,0.08571428571428572
96,1769.png,0.9450467289719625,0.8958185683912119,0.9965834428383705,0.8985781990521327
97,1720.png,0.6308243727598567,0.4607329842931937,0.504297994269341,0.8421052631578947
98,2465.png,0.6738629472407519,0.5081397475763673,0.5618932038834952,0.8415631626779764
99,2255.png,0.8649738516791632,0.762073942489175,0.8043121631122568,0.9355322338830585
100,1960.png,0.0,0.0,0.0,0.0
101,21.png,0.8749142465126916,0.7776422764227642,0.9891416752843847,0.7843378433784338
102,26.png,0.8008849557522124,0.6678966789667896,0.9986206896551724,0.6685133887349953
103,2405.png,0.6883073121419747,0.5247473882514129,0.7142191142191142,0.6642098417515716
104,335.png,0.9033695349484823,0.8237684103605891,0.9513196480938416,0.8600212089077413
105,893.png,0.6784260515603798,0.5133470225872689,1.0,0.5133470225872689
106,2606.png,0.6494641384995877,0.48089366377731657,0.6145565176690849,0.6885761734114151
107,11.png,0.9287652119990698,0.8670043415340087,0.9787616402548603,0.8836283185840708
108,2980.png,0.5251483607354802,0.35606860158311343,0.8533038254821372,0.3792861157953907
109,3011.png,0.5418855405031794,0.3716344330678802,0.9432146294513956,0.38013964313421256
110,717.png,0.13786097808736034,0.07403366583541147,0.0741550230270861,0.9783728115345005
111,277.png,0.9629338160069253,0.9285172256791623,0.9801345722524831,0.9463263727764888
112,2979.png,0.9618127079702107,0.9264346764346765,0.9529042386185244,0.9708893154190659
113,2275.png,0.7047500776156472,0.5441035474592522,0.5443645083932853,0.9991197183098591
114,1866.png,0.46158169861165754,0.3000365363536719,0.3000365363536719,1.0
115,1344.png,0.8265014299332698,0.7043054427294883,0.7177152317880795,0.9741573033707865
116,2137.png,0.7003643838176212,0.5388928828181164,0.8179834133566128,0.612318248652181
117,2072.png,0.7390739939420164,0.5861358956760466,0.8991366603495473,0.6273875991771966
118,1137.png,0.9256012587098223,0.8615062761506276,0.9274774774774774,0.923732615522656
119,1906.png,0.5787775743308048,0.407239263803681,0.8743414120126449,0.4325557148442591
120,1495.png,0.9158679446219382,0.8447937131630648,0.8947681331747919,0.9379869118105328
121,694.png,0.941419507156559,0.8893225536660162,0.9214326978625073,0.9622926093514329
122,336.png,0.9239555790586991,0.8586593276980539,0.9862271393090991,0.8690807799442897
123,1560.png,0.9407569939659901,0.8881408596582082,0.9896133871898442,0.8964976476738108
124,1546.png,0.87178868652756,0.7727175539875989,0.9475616151022549,0.8072369890551708
125,1969.png,0.8964927288280583,0.8124031007751938,0.9379474940334129,0.8585472419442928
126,2459.png,0.9003651987110634,0.8187856528873955,0.8485584710074506,0.9589091241877917
127,587.png,0.9438578850343556,0.8936845445890194,1.0,0.8936845445890194
128,2662.png,0.551910240022724,0.38112985484503725,0.39766680311092917,0.9016241299303944
129,2930.png,0.7760082730093072,0.6339979722879351,0.969258589511754,0.6470081048456631
130,943.png,0.08532778355879292,0.04456521739130435,0.07706766917293233,0.09557109557109557
131,1794.png,0.43214756258234516,0.27563025210084036,0.9466089466089466,0.2799829278702518
132,3043.png,0.4871033709347582,0.32196738466905034,0.9202392821535393,0.33121019108280253
133,2380.png,0.5503687754821568,0.37966123119706735,0.390750016262278,0.93045229244114
134,126.png,0.16469629025682836,0.08973789426921368,0.08973789426921368,1.0
135,1147.png,0.8812105926860025,0.7876465284039675,0.9909245604083948,0.793369663941871
136,1883.png,0.8870765370138016,0.7970687711386697,0.8859649122807017,0.8881909547738693
137,2176.png,0.0,0.0,0.0,0.0
138,2304.png,0.701685451349395,0.5404587448231921,0.5639960106382979,0.9283173734610123
139,369.png,0.9027389603130241,0.8227203260315843,0.9260321100917431,0.8805888767720829
140,2228.png,0.0,0.0,0.0,0.0
141,2114.png,0.9095766543362104,0.8341500188465888,0.8459480122324159,0.9835555555555555
142,451.png,0.9642231673755316,0.9309178743961353,0.9851738241308794,0.9441450269475747
143,1916.png,0.08849557522123895,0.046296296296296294,0.056314699792960665,0.2064986334649256
144,2349.png,0.30644826871241965,0.18095004897159647,0.3783922171018945,0.25749128919860625
145,2530.png,0.0,0.0,0.0,0.0
146,1419.png,0.5643705463182898,0.3931171409662475,1.0,0.3931171409662475
147,86.png,0.9011382988258493,0.8200652528548124,0.9217088375504217,0.8814658951429073
148,2725.png,0.8069827183559085,0.6764216501908584,0.7761680143755616,0.8403453307392996
149,1013.png,0.9018181818181819,0.8211920529801324,0.9612403100775194,0.8493150684931506
150,777.png,0.6103851444291609,0.439247710962633,0.7052046086611045,0.5380418308578357
151,2995.png,0.24592781858831045,0.14020393299344502,0.1609868283504077,0.5206220419202163
152,2992.png,0.8833063917165451,0.7910015649452269,0.8659414082576666,0.9013820775746768
153,1968.png,0.856255459574881,0.7486422267481331,0.7605172413793103,0.979569176104819
154,1191.png,0.11601307189542485,0.06157849089332177,0.06157849089332177,1.0
155,2956.png,0.3023289454650658,0.17808452624403545,0.17890772128060264,0.9748134328358209
156,2187.png,0.8201472478672432,0.6951267828843106,0.8556449646427701,0.7874775583482945
157,2248.png,0.0,0.0,0.0,0.0
158,1452.png,0.9112538662859861,0.8369755244755245,0.9984358706986444,0.838074398249453
159,2525.png,0.6947148090005233,0.5322322001282873,0.6021407837445574,0.8209250556517438
160,1108.png,0.2955400322407308,0.1733921815889029,0.17719072164948454,0.889967637540453
161,2787.png,0.6124503824184336,0.44138989673457996,0.5013472816611191,0.78681592039801
162,602.png,0.7942618930848454,0.6587350010168802,0.6715737093095584,0.9717971797179717
163,227.png,0.7251503360452777,0.5688124306326304,0.9789875835721108,0.5758426966292135
164,1567.png,0.8880760790051208,0.7986842105263158,0.9253048780487805,0.8537271448663853
165,1076.png,0.007166687260595576,0.0035962301587301585,0.0037819509650495564,0.06823529411764706
166,2565.png,0.5558806319485079,0.38492706645056723,0.45056548704852245,0.7254464285714286
167,1075.png,0.3575550122249389,0.21769679647493154,0.25819209039548024,0.5812400635930047
168,824.png,0.32692424334324016,0.19540313225058004,0.1985852184805836,0.9242112482853223
169,2543.png,0.7697105788423153,0.6256337456905293,1.0,0.6256337456905293
170,460.png,0.9538277033779733,0.9117309896828429,0.982297241663236,0.9269619269619269
171,1751.png,0.8324233515329693,0.7129496402877697,0.9850894632206759,0.7207272727272728
172,1390.png,0.9170498436637851,0.8468070652173914,0.8578802477632484,0.9849861714737258
173,754.png,0.6266818267955278,0.4563267558989927,0.5185824055198369,0.7917165429734259
174,117.png,0.6240039230109109,0.4534925160370634,0.49031885174838646,0.8579133659194337
175,941.png,0.7813603200753119,0.6411741985322519,0.7233115468409586,0.849539406345957
176,347.png,0.9374273537388609,0.8822242479489517,0.981939935064935,0.8967753891771683
177,247.png,0.7393706461686285,0.5865091463414634,0.996116504854369,0.5878533231474408
178,837.png,0.0,0.0,0.0,0.0
179,1225.png,0.0,0.0,0.0,0.0
180,1428.png,0.8889952153110048,0.8001722652885443,0.9973161567364466,0.8018990073370738
181,2926.png,0.19840116279069767,0.11012505042355789,0.13024809160305342,0.41615853658536583
182,1774.png,0.7892427999237078,0.6518588531821046,0.7134482758620689,0.8830559112249253
183,2107.png,0.5871439006574142,0.4155723296453314,0.4654313839027215,0.7950544015825914
184,552.png,0.8780759071319338,0.7826517967781909,0.8256209150326798,0.9376484560570071
185,925.png,0.2710994650070969,0.15680454688980108,0.9638975155279503,0.1577309109388896
186,284.png,0.0,0.0,0.0,0.0
187,2780.png,0.0,0.0,0.0,0.0
188,860.png,0.41293810589112606,0.26019029719252906,0.26372187165138705,0.9510519536281666
189,375.png,0.9444823974131257,0.8948049706593028,0.9308735074961846,0.9584951007579959
190,834.png,0.0,0.0,0.0,0.0
191,2642.png,0.0,0.0,0.0,0.0
192,1375.png,0.7743589743589744,0.6317991631799164,0.9983471074380166,0.6324607329842932
193,681.png,0.9756507136859781,0.9524590163934427,0.9889856813858016,0.9626705653021442
194,384.png,0.9677696078431373,0.9375519411136175,0.9983565107458913,0.9390011890606421
195,2154.png,0.0,0.0,0.0,0.0
196,1657.png,0.683090705487122,0.5187074829931972,1.0,0.5187074829931972
197,69.png,0.9266423357664234,0.8633117987079225,0.960287443267776,0.8952750352609309
198,1568.png,0.8836385115180154,0.7915343915343915,0.918918918918919,0.850967007963595
199,222.png,0.9774619909847965,0.9559175134488942,0.9907077590212173,0.9645657418576599
200,269.png,0.8377510040160642,0.7208016586040082,1.0,0.7208016586040082
201,3041.png,0.6173633440514469,0.44651162790697674,0.5748502994011976,0.6666666666666666
202,1043.png,0.9219973890339425,0.8552830759915229,0.9550371872887086,0.8911671924290221
203,2479.png,0.787215020116227,0.6490969406561002,0.7636600173460538,0.8122693726937269
204,2550.png,0.5764860139860141,0.40497390236413877,0.6140595903165735,0.5432454695222405
205,393.png,0.0,0.0,0.0,0.0
206,110.png,0.0,0.0,0.0,0.0
207,3033.png,0.6857532751091703,0.5217842754495992,0.6624657245306897,0.7107377234668477
208,2233.png,0.47926267281105994,0.3151515151515151,0.756525459991442,0.350724062685975
209,2965.png,0.2922478413511718,0.1711301255695077,0.17547857793983593,0.8735110606920022
210,581.png,0.9507341576506956,0.9060946418707421,0.9804741980474198,0.9227451715732233
211,1089.png,0.13128112267994568,0.07025193798449612,0.07025193798449612,1.0
212,2627.png,0.0,0.0,0.0,0.0
213,1411.png,0.9157418824496507,0.844579226686884,0.9858407079646018,0.8549501151189562
214,244.png,0.9551122194513717,0.9140811455847255,0.9867500920132499,0.9254401104590956
215,2609.png,0.0,0.0,0.0,0.0
216,855.png,0.782491261518907,0.6426986819783375,0.9041674316137324,0.6896793166223218
217,2909.png,0.0006047777441790142,0.00030248033877797946,0.0003740415186085656,0.0015785319652722968
218,1207.png,0.853809196980096,0.7449101796407186,0.9539877300613497,0.7726708074534161
219,2593.png,0.7636491722437478,0.6176638176638176,0.8462138953942233,0.6957637997432606
220,184.png,0.4336164506034868,0.2768264840182648,0.29164161154539986,0.8449477351916377
221,2060.png,0.0,0.0,0.0,0.0
222,159.png,0.79320379235896,0.6572806471686372,0.6632653061224489,0.9864580901237451
223,512.png,0.9764989837398375,0.9540771999503538,0.9899549259497746,0.9634039353302419
224,2732.png,0.052888527257933284,0.027162557459256165,0.02929247408742677,0.2719665271966527
225,2994.png,0.0,0.0,0.0,0.0
226,2394.png,0.33364055299539175,0.2002212389380531,0.2196601941747573,0.6934865900383141
227,1420.png,0.8991507430997877,0.8167791706846673,0.8887722980062959,0.9097744360902256
228,1814.png,0.7814736842105264,0.6413268832066344,1.0,0.6413268832066344
229,782.png,0.0,0.0,0.0,0.0
230,1437.png,0.8672470076169749,0.765609990393852,0.9987468671679198,0.7663461538461539
231,2300.png,0.5356083086053413,0.3657548125633232,1.0,0.3657548125633232
232,2801.png,0.4404508719693747,0.28242192826946677,0.3560254426680419,0.577362698633956
233,2418.png,0.8204640095181439,0.6955820052451079,0.7168399168399169,0.9591098748261474
234,1955.png,0.1445574550962995,0.07790996034522976,0.10911466840901667,0.2141025641025641
235,1342.png,0.19758576874205844,0.10962284102925626,0.11276287164612038,0.7974358974358975
236,1585.png,0.5961111836095524,0.4246142405651608,0.4464425332290852,0.8967412642324303
237,6.png,0.05619982158786798,0.0289123451124369,0.0289123451124369,1.0
238,718.png,0.6945560017849175,0.5320458041360451,0.549611581920904,0.9433333333333334
239,437.png,0.003174603174603175,0.001589825119236884,0.001589825119236884,1.0
240,1792.png,0.3802725502920182,0.23477564102564102,0.8592375366568915,0.24416666666666667
241,1681.png,0.9549983927997427,0.9138726545678253,0.9725040916530279,0.9381117777076097
242,750.png,0.5966000904918881,0.4251105379513633,0.4426009398676513,0.9149484536082474
243,1826.png,0.7215784943388731,0.5644292521234722,0.912577457712276,0.5966929478756022
244,2061.png,0.5634000702493853,0.3921760391198044,0.9946258784621744,0.39300882064684745
245,2858.png,0.0,0.0,0.0,0.0
246,2101.png,0.4006884681583477,0.25053809728798965,0.7288666249217283,0.2762876809874199
247,1006.png,0.7927612375948629,0.6566731141199227,0.8887434554973822,0.7154899894625922
248,2808.png,0.3780258372005519,0.23306526446025363,1.0,0.23306526446025363
249,1803.png,0.6629318394024276,0.4958100558659218,0.6501831501831502,0.6761904761904762
250,1491.png,0.463458110516934,0.30162412993039445,0.3291139240506329,0.7831325301204819
251,3012.png,0.0,0.0,0.0,0.0
252,2566.png,0.0,0.0,0.0,0.0
253,841.png,0.8314897284872862,0.7115810179493484,1.0,0.7115810179493484
254,2922.png,0.8595054464498688,0.7536252091466815,0.7994379529655377,0.9293328748280605
255,2359.png,0.3280717692482398,0.19622359573456497,0.436404833836858,0.26282751091703055
256,1304.png,0.6449934980494149,0.4760076775431862,0.48973143759873616,0.9444021325209444
257,1063.png,0.9048407116259826,0.8262183604080091,0.8287230011367942,0.9963553530751709
258,769.png,0.7016835016835017,0.5404564315352697,0.6414939462343525,0.7743373792420114
259,2246.png,0.26142150712229684,0.15036508745118016,0.9943851768669287,0.15049286199864037
260,2362.png,0.2136752136752137,0.11961722488038277,0.12409747292418773,0.7681564245810056
261,550.png,0.0,0.0,0.0,0.0
262,2878.png,0.7908049005401133,0.6539928096742564,0.804583835946924,0.7774899624400984
263,1021.png,0.8593003886729595,0.753309968847352,0.7835155933576347,0.9513154659454143
264,197.png,0.8506083821541236,0.7400509703979612,0.7617798405811724,0.9628873868129065
265,1274.png,0.9105691056910569,0.835820895522388,1.0,0.835820895522388
266,915.png,0.47752958974815346,0.31365443067570725,0.31951887578897226,0.944718309859155
267,2360.png,0.2870991797166294,0.1676099259904223,0.4301675977653631,0.21544487968662562
268,1553.png,0.8023465703971119,0.6699321778447627,0.6991742036964216,0.9412387506617258
269,2262.png,0.7266997557708974,0.5707214453656726,0.9856807010044881,0.5754928874469678
270,2096.png,0.8445995980112133,0.7310016480498077,0.8918677390527256,0.8020896122161945
271,2385.png,0.5110469201342807,0.3432256711409396,0.4321362556113018,0.625214899713467
272,2073.png,0.20495486844632227,0.1141781144348868,0.233809482078696,0.1824398249452954
273,979.png,0.0,0.0,0.0,0.0
274,1658.png,0.687741935483871,0.5240904621435595,0.9852125693160814,0.5282457879088206
275,864.png,0.0,0.0,0.0,0.0
276,2571.png,0.18139262726740785,0.09974259974259975,0.09976399914181507,0.9978540772532188
277,1269.png,0.825526932084309,0.7028913260219342,0.9943582510578279,0.7057057057057057
278,985.png,0.52316715542522,0.35424940428911833,0.5974547890154053,0.46531038080333853
279,847.png,0.0,0.0,0.0,0.0
280,1218.png,0.7281823235130628,0.5725524475524476,0.891156462585034,0.6156015037593985
281,926.png,0.6690373380746762,0.5026717557251908,1.0,0.5026717557251908
282,2029.png,0.4825489754559784,0.3179997032200623,0.6587765139870888,0.38070705276248
283,559.png,0.4130206510325516,0.2602558447287164,0.4202279202279202,0.4060564349621473
284,16.png,0.9027397260273973,0.8227215980024969,0.9634502923976608,0.8492268041237113
285,1972.png,0.0,0.0,0.0,0.0
286,2837.png,0.0,0.0,0.0,0.0
287,1050.png,0.9256921532061396,0.8616637735345173,0.8861576489975281,0.9689189189189189
288,2971.png,0.31733235617442285,0.18858885017421603,0.352965151823925,0.2882343151938759
289,1988.png,0.0,0.0,0.0,0.0
290,949.png,0.467733608673206,0.305256064690027,0.3258992805755396,0.8281535648994516
291,2633.png,0.0,0.0,0.0,0.0
292,1410.png,0.8881839809674861,0.7988587731811697,0.9017713365539453,0.875
293,1118.png,0.8390885600187925,0.7227842978551194,0.9955406911928651,0.7251319529029638
294,1185.png,0.9666287447857413,0.9354128440366972,0.9751338944146901,0.9582706766917293
295,1726.png,0.7251919455309286,0.5688636363636363,0.6311144730206757,0.8522301668369084
296,880.png,0.5958638517880224,0.42436330162626573,1.0,0.42436330162626573
297,2951.png,0.6274626421827373,0.45715523778572204,0.4626685670430874,0.9745958429561201
298,2269.png,0.3,0.17647058823529413,0.5150976909413855,0.21162734127949404
299,1555.png,0.7956791542174212,0.6606870229007633,1.0,0.6606870229007633
300,2968.png,0.8709539121114682,0.7714068729827226,0.9557751117384145,0.7999606221697184
301,948.png,0.8124557678697806,0.6841477949940405,0.7051597051597052,0.9582637729549248
302,262.png,0.8892346866600651,0.8005603667855323,0.9062860438292965,0.8728131074701472
303,2090.png,0.5445287332432713,0.37412537483935454,0.3883782982508153,0.910670837678137
304,2285.png,0.0,0.0,0.0,0.0
305,1262.png,0.3961867830021005,0.2470280072536772,1.0,0.2470280072536772
306,2098.png,0.0,0.0,0.0,0.0
307,1662.png,0.8041237113402061,0.6724137931034483,1.0,0.6724137931034483
